chromosome,context,pos,mC,uC,coverage,N,Sx,Sx2,log_x_sum,log_1_minus_x_sum,alpha,beta,sum_mC,sum_uC,sum_cov,sum_cov2,sum_mC2,sum_uC2,Sx3,Sx4,count_zero,count_one,mean,variance,closest_distribution,ks_normal,ks_beta,ks_betabinomial,p_normal,p_beta,p_betabinomial,could_use_instead
1,CG,10571,314,43,357,33,28.903982162475586,25.944910049438477,3.5032461608120427e-44,-3801088.0,3.972001929962055,0.5628771379788496,14585188868216061977,14585470343192772633,14585751818169483289,-3.273763667621233e+50,-3.390683798607705e+50,-3.5076039295941774e+50,3.5032461608120427e-44,-3915776.0,25,3396337664,0.875878247347745,0.019641900362464826,beta,0.40501915615302875,0.20063334743596173,0.6003379419596262,7.945023151297157e-05,0.28060756805865367,1.868942476559949e-10,True
1,CG,10577,235,82,317,29,21.37057113647461,16.728595733642578,0.0,2.0933162493846835e-23,3.34383893501603,1.1937716181225007,1858426439104200704,1858427538615828480,1858428638127456256,1.9466420419141224e-184,1.9469293267491157e-184,1.947216611584109e-184,0.0,2.0935989771331147e-23,0,432700416,0.7369162460853314,0.035009809823291986,beta,0.20407375715266934,0.14147511067891883,0.4519269776876268,0.3570454071861089,1.2144604855853238,2.8674301849101365e-05,True
1,CG,10578,4,4,8,1,0.5,0.25,0.0,2.3685307163403788e-39,1249999999.5,1249999999.5,7259529817358336,7259534112325632,7259538407292928,3.5866906537043057e-308,3.5866927757000967e-308,3.5866948976958877e-308,0.0,2.368540525429629e-39,0,1690248,0.5,0.0,betabinomial,0.9730495316253791,0.9730495316253791,0.4980392156862745,0.6000319987541654,0.6000319987541654,1.9303709370658888,True
1,CG,10579,205,115,320,29,18.26323890686035,12.6970796585083,-9.860761315262648e-32,9.251372461472442e-42,2.8093300639078045,1.6515748319221986,28357739675648,28357756452864,28357773230080,1.4010609834585e-310,1.4010618123631e-310,1.40106264126773e-310,-1.6155871338926322e-27,9.251372461472442e-42,2483027968,6602,0.6297668588572535,0.042696323556259914,beta,0.137688300407674,0.1345929265398147,0.3621710968396137,1.2830668145111783,1.3392871234564587,0.001986374749796997,True
1,CG,10580,6,2,8,1,0.75,0.5625,-4980736.0,3.5032461608120427e-44,1406249999.25,468749999.75,110773207040,110773272576,110773338112,5.47293332154e-313,5.47293655945e-313,5.47293979736e-313,-5210112.0,3.5032461608120427e-44,3399483392,25,0.75,0.0,beta,0.42670609936975556,0.42670609936975556,0.7372549019607844,1.9865922387234918,1.9865922387234918,1.297299040435579,True
1,CG,10589,224,31,255,25,21.85873031616211,19.76335906982422,2.0952549539453547e-23,0.0,2.6659091683493648,0.38311189759313,432710912,432711168,432711424,2.137879756e-315,2.13788102e-315,2.137882286e-315,2.095537681693786e-23,0.0,432712704,0,0.8743492126464844,0.027133142851501663,beta,0.47200228146347434,0.17532520115424444,0.5803785986019762,5.8119267404681064e-05,0.8515981072022006,1.9394882048126934e-07,True
1,CG,10590,25,3,28,3,2.6666667461395264,2.395061731338501,2.3685979786666664e-39,0.0,6.222260766775838,0.7777823872294366,1690289,1690290,1690291,8.35115e-318,8.351157e-318,8.35116e-318,2.3686077877559167e-39,0.0,1690296,0,0.8888889153798422,0.01234560984152222,beta,0.27793522665477943,0.2535874558354498,0.7592866106775792,1.9492276295358943,1.9809380736656208,0.12582871347066635,True
1,CG,10609,191,35,226,23,19.183334350585938,16.506065368652344,9.251372461472442e-42,-0.03125,4.184473825784463,0.8325318852223411,13690942867206314442,13763000461244242378,13835058055282170314,-131072.00000019214,-8589934592.012592,-562949953422137.2,9.251372461472442e-42,-512.0,6602,3305111552,0.8340580152428668,0.023002345202833074,beta,0.31244722397639346,0.22078944256063537,0.6138324960704362,0.04485243651003744,0.4243014185779513,1.1877190266376166e-07,True
1,CG,10610,55,4,59,6,5.625000476837158,5.300347328186035,3.5032461608120427e-44,-6586368.0,9.26944082936359,0.6179618837920591,14612491940956995609,14612773415933706265,14613054890910416921,-2.1700376311089313e+52,-2.2448665149402735e+52,-2.3196953987716158e+52,3.5032461608120427e-44,-6815744.0,25,3402694656,0.9375000794728597,0.005381786823265067,beta,0.39725285698088963,0.22369915176761168,0.8196078431372549,0.5999920878522456,1.8497239192004524,0.0012623378543047147,True
1,CG,10617,156,33,189,19,15.665923118591309,13.316388130187988,0.0,2.097234048184373e-23,4.550720857360954,0.9685004253765173,1858533091732094976,1858534191243722752,1858535290755350528,1.9745086709084657e-184,1.974795955743459e-184,1.9750832405784521e-184,0.0,2.0975167759328044e-23,0,432725248,0.8245222693995425,0.022193647122684606,beta,0.28347380832818225,0.2216528798469466,0.6158623749799192,0.18873866806210374,0.6160994062345455,2.20101639692866e-06,True
1,CG,10618,54,8,62,6,5.288461685180664,4.85244083404541,0.0,2.3686666422914183e-39,1.5286617061900634,0.20567443598944612,7259946429186048,7259950724153344,7259955019120640,3.5868964872960294e-308,3.5868986092918203e-308,3.5869007312876113e-308,0.0,2.3686764513806686e-39,0,1690345,0.881410280863444,0.03822726695495167,beta,0.6192173321762939,0.16635050747311608,0.6466769049946599,0.04016063850924964,1.9927045360670592,0.02646325367944707,True
1,CG,10620,132,49,181,19,13.790579795837402,10.465999603271484,-2.4758800785707605e+27,9.251372461472442e-42,4.96933130124442,1.8771752359312854,28359367065600,28359383842816,28359400620032,1.4011413872053e-310,1.4011422161099e-310,1.4011430450145e-310,-4.056481920730334e+31,9.251372461472442e-42,4110417920,6602,0.7258199892546001,0.025362284669004156,normal,0.12039795518971254,0.15570716165518672,0.49473684210526314,1.8916687204096037,1.4926381147109473,0.00036531218431098056,True
1,CG,10621,40,2,42,4,3.7750000953674316,3.575624942779541,-8159232.0,3.5032461608120427e-44,10.64582135265462,0.634518868495421,110779564032,110779629568,110779695104,5.47324739867e-313,5.4732506366e-313,5.4732538745e-313,-8388608.0,3.5032461608120427e-44,3405840384,25,0.9437500238418579,0.004322837591170507,beta,0.3846075020421612,0.2509704545210325,0.8588235294117647,1.1898767344489594,1.9253805089658282,0.010950956260897761,True
1,CG,10631,82,6,88,10,9.30555534362793,8.741127014160156,2.0991727527450443e-23,0.0,5.686416267819627,0.42435956214032977,432735744,432736000,432736256,2.138002443e-315,2.13800371e-315,2.13800497e-315,2.0994554804934755e-23,0.0,432737536,0,0.9305555343627929,0.009087887647547137,beta,0.5117641848983596,0.19997648634573398,0.7598856918967436,0.021242372110790643,1.637462756239276,3.8601055632779564e-05,True
1,CG,10632,52,7,59,6,5.300000190734863,4.80555534362793,2.368733904617706e-39,0.0,2.7906358380258802,0.3685744309521845,1690386,1690387,1690388,8.35163e-318,8.351636e-318,8.35164e-318,2.3687437137069562e-39,0.0,1690393,0,0.8833333651224772,0.024777667999266305,beta,0.448522884842979,0.1921605904614929,0.6588235294117647,0.35754467813725,1.9593502631925295,0.021877706747275107,True
1,CG,10633,69,41,110,12,7.602777481079102,5.788956642150879,9.252773759936767e-42,6.776263578034403e-21,1.0308401106404377,0.5962075516738224,2233785415175772619,2305843009213700555,2377900603251628491,6.406665904595316e-145,4.198672567235586e-140,2.751642053663514e-135,9.252773759936767e-42,1.1102230246251565e-16,6603,637534208,0.6335647900899252,0.08837313847732622,beta,0.31849083661681454,0.23518157237466975,0.31353453092870254,0.35033935604688343,1.0408654585904236,0.3776289431529802,True
1,CG,10634,59,29,88,9,6.026803493499756,4.377828598022461,3.5032461608120427e-44,-11141120.0,2.7954915970224166,1.379096872692515,14639795013697929241,14640076488674639897,14640357963651350553,-1.436714569561775e+54,-1.484605055213834e+54,-1.5324955408658974e+54,3.5032461608120427e-44,-11599872.0,25,3409051648,0.669644832611084,0.04275134767974009,beta,0.16046713208743868,0.15231912945317178,0.4,1.949224106494958,1.9701924087766405,0.22449933334144975,True
1,CG,10636,89,17,106,11,9.236363410949707,7.958102703094482,0.0,2.1011518469840628e-23,4.739507249848795,0.9049847897921759,1858639744359989248,1858640843871617024,1858641943383244800,2.002375299902809e-184,2.0026625847378022e-184,2.0029498695727954e-184,0.0,2.101434574732494e-23,0,432750080,0.8396694009954279,0.020261097044625486,beta,0.3273126944516396,0.2856829987562708,0.6,0.3785168343563586,0.6611210931507228,0.001453609305910433,True
1,CG,10637,77,14,91,9,7.512286186218262,6.3822736740112305,0.0,2.3688025682424578e-39,7.407864817546741,1.4670344747928148,7260363041013760,7260367335981056,7260371630948352,3.587102320887753e-308,3.587104442883544e-308,3.587106564879335e-308,0.0,2.368812377331708e-39,0,1690442,0.8346984651353624,0.013972490589657771,beta,0.19776267337104775,0.17162844428350732,0.6283315107533909,1.7460868372126286,1.9072362791027877,0.0032793356831223148,True
1,CG,10638,82,25,107,11,8.47323226928711,6.853848457336426,536870912.0,9.252773759936767e-42,3.3981871993860806,1.0133594224076163,28360994455552,28361011232768,28361028009984,1.40122179095205e-310,1.40122261985665e-310,1.40122344876126e-310,8796093022208.0,9.252773759936767e-42,1442840576,6603,0.7702938426624645,0.03269698128556646,beta,0.24956936207626845,0.21005373798388616,0.4995107417342145,0.999514536990329,1.433544674129673,0.016523902768105007,True
1,CG,10639,100,29,129,13,9.923985481262207,8.196088790893555,-14286848.0,3.5032461608120427e-44,1.9042281665021679,0.5902299532994806,110785921024,110785986560,110786052096,5.4735614758e-313,5.4735647137e-313,5.47356795163e-313,-14745600.0,3.5032461608120427e-44,3412197376,25,0.7633834985586313,0.05169016954687907,beta,0.2815534025837618,0.12223211886290614,0.4461538461538461,0.5082144818836007,1.9801656422543605,0.022616163368999038,True
1,CG,10641,104,15,119,13,11.371212005615234,10.250691413879395,2.103090551544734e-23,0.0,2.9069140255593116,0.4163801240537619,432760576,432760832,432761088,2.13812513e-315,2.138126394e-315,2.13812766e-315,2.1033732792931651e-23,0.0,432762368,0,0.8747086158165565,0.025349525024256952,beta,0.41313785372274303,0.1529279163474459,0.6065925360990492,0.04728972053455788,1.8428290413255923,0.0002800554986396955,True
1,CG,10642,102,7,109,10,9.397221565246582,8.890192985534668,2.3688698305687454e-39,0.0,7.123305394920382,0.45691961676206566,1690483,1690484,1690485,8.35211e-318,8.352116e-318,8.35212e-318,2.3688796396579957e-39,0.0,1690490,0,0.9397221565246582,0.006601741211236245,beta,0.49684077731158277,0.19557905711273296,0.8,0.02870393181970784,1.6778308948120086,1.1043090288148756e-05,True
1,CG,10644,116,26,142,15,12.231060028076172,10.199241638183594,9.252773759936767e-42,1.7014118346046923e+38,6.788100335058613,1.5367304475677348,9223372036854782411,9295429630892710347,9367487224930638283,-3.131513062518611e-294,-2.052268400652197e-289,-1.344974619051424e-284,9.252773759936767e-42,-2.407412430484045e-35,6603,2264924160,0.8154040018717448,0.016141881725482015,normal,0.2407078095610038,0.2971018740909989,0.6196078431372549,0.6995181594229497,0.28304592874936835,3.982076622907127e-05,True
1,CG,10645,99,23,122,12,9.643064498901367,8.074447631835938,3.5032461608120427e-44,-18219008.0,3.4840949522340616,0.8515744225349287,14667098086438862873,14667379561415573529,14667661036392284185,-9.501472353368538e+55,-9.807971461541743e+55,-1.0420969677888099e+56,3.5032461608120427e-44,-19136512.0,25,3415408640,0.8035887082417806,0.029580898879237708,beta,0.2237212715196013,0.14797655068177318,0.4997149119491737,1.1706202390948885,1.910609698224161,0.009983061303965474,True
1,CG,10650,174,26,200,21,18.345447540283203,16.381994247436523,0.0,2.1050696457837524e-23,4.5529861976839765,0.658808714455164,1858746396987883520,1858747496499511296,1858748596011139072,2.0302419288971522e-184,2.0305292137321454e-184,2.0308164985671387e-184,0.0,2.1053523735321836e-23,0,432774912,0.8735927400134859,0.017777223197342807,beta,0.33243161450026815,0.1701783495986472,0.6456960673243067,0.03857467811520745,1.1544762925130905,9.936271284741078e-08,True
1,CG,10651,131,5,136,13,12.540501594543457,12.126241683959961,0.0,2.3689384941934973e-39,12.647009315461842,0.4634009708812069,7260779652841472,7260783947808768,7260788242776064,3.5873081544794766e-308,3.5873102764752676e-308,3.5873123984710586e-308,0.0,2.3689483032827476e-39,0,1690539,0.9646539688110352,0.0024164208252083577,beta,0.4339115485777242,0.11646676450505633,0.8600457291207404,0.02992784115757252,1.9890721679872156,1.7777171557344634e-08,True
1,CG,10660,179,43,222,22,17.514625549316406,14.233711242675781,-1.1641532182693481e-10,9.252773759936767e-42,8.561923753142977,2.1926494484803523,28362621845504,28362638622720,28362655399936,1.4013021946988e-310,1.4013030236034e-310,1.40130385250803e-310,-1.9073486328125e-06,9.252773759936767e-42,3070230528,6603,0.7961193431507457,0.01380852642013026,normal,0.11745433605954247,0.12023450711063144,0.6012374040824011,1.8438005350845104,1.816254764056613,4.948021031851268e-07,True
1,CG,10661,145,16,161,16,14.301904678344727,13.078446388244629,-24510464.0,3.5032461608120427e-44,3.4264808166266874,0.406833297754068,110792278016,110792343552,110792409088,5.47387555295e-313,5.47387879085e-313,5.47388202876e-313,-25427968.0,3.5032461608120427e-44,3418554368,25,0.8938690423965454,0.01962776993106369,beta,0.4429062943824629,0.14188867681085526,0.6196078431372549,0.007513775687956615,1.8082296434776255,1.8477629463737718e-05,True
1,CG,10662,109,92,201,20,10.764005661010742,6.767983913421631,2.1070083503444236e-23,0.0,2.0690498379603097,1.7753365422044614,432785408,432785664,432785920,2.138247816e-315,2.13824908e-315,2.138250345e-315,2.1072910780928548e-23,0.0,432787200,0,0.5382002830505371,0.05130489578463502,normal,0.09372406578212011,0.0965860816048094,0.2198196635131177,1.9893335301632509,1.9844038492674836,0.5771981920799661,True
1,CG,10663,129,50,179,18,13.073227882385254,10.283538818359375,2.369005756519785e-39,0.0,2.386247537120083,0.8992804177651244,1690580,1690581,1690582,8.35259e-318,8.352595e-318,8.3526e-318,2.3690155656090352e-39,0.0,1690587,0,0.7262904379102919,0.04638696557416184,beta,0.2925582364775321,0.13895161297832914,0.3878551767165454,0.18358932602220485,1.7556909338264048,0.017787760000666238,True
1,CG,10665,203,31,234,24,20.674243927001953,18.397676467895508,9.252773759936767e-42,-3.6893488147419103e+19,3.158556187638465,0.5081001975227972,16212958658533792203,16285016252571720139,16357073846609648075,-4.946608029469343e+173,-3.241809038193029e+178,-2.1245519712701833e+183,9.252773759936767e-42,-6.044629098073146e+23,6603,3892314112,0.861426830291748,0.025579480573034507,beta,0.4142448648042979,0.1979387870496634,0.5779411764705883,0.0010589807143677292,0.6078139383290242,4.356294653801994e-07,True
1,CG,10666,154,26,180,18,15.492856979370117,13.703897476196289,3.5032461608120427e-44,-30932992.0,3.893485584595325,0.6300661796813471,14694401159179796505,14694682634156507161,14694964109133217817,-6.277101735386716e+57,-6.669420593848383e+57,-7.061739452310051e+57,3.5032461608120427e-44,-31850496.0,25,3421765632,0.8607142766316732,0.02170436989645703,beta,0.34508062819686136,0.1810377288600491,0.6196078431372549,0.05498959598894368,1.1936739825112546,3.978501596450932e-06,True
1,CG,10667,180,49,229,23,17.971057891845703,14.707803726196289,0.0,2.108987444583442e-23,3.6274068313675913,1.0150776357995195,1858853049615777792,1858854149127405568,1858855248639033344,2.0581085578914954e-184,2.0583958427264887e-184,2.058683127561482e-184,0.0,2.1092701723318733e-23,0,432799744,0.7813503431237262,0.030277794368468183,normal,0.15424952114487783,0.1661009846829583,0.5761295822676897,1.28886626806855,1.099393205655101,9.354209128155065e-07,True
1,CG,10668,164,35,199,20,16.325990676879883,13.653486251831055,0.0,2.3690744201445368e-39,6.305064195897057,1.418894883445061,7261196264669184,7261200559636480,7261204854603776,3.5875139880712003e-308,3.587516110066991e-308,3.587518232062782e-308,0.0,2.369084229233787e-39,0,1690636,0.8162995338439941,0.01718882488171646,beta,0.23790070714145978,0.10158368919800981,0.5504538560554713,0.4153227815115813,1.9720286992158582,2.1798191621906013e-05,True
1,CG,10670,212,18,230,23,21.205808639526367,19.776090621948242,2.524354896707238e-29,9.254175058401092e-42,5.575998333997144,0.47177677620958197,28364249235456,28364266012672,28364282789888,1.4013825984456e-310,1.4013834273502e-310,1.4013842562548e-310,4.1359030627651384e-25,9.254175058401092e-42,402653184,6604,0.9219916799794072,0.010205067684977238,beta,0.44246685880458253,0.1572816670402386,0.6877303168654707,0.0004908146426412878,1.2398777640693077,1.423050370976281e-09,True
1,CG,10671,204,14,218,21,19.672510147094727,18.544424057006836,-40894464.0,3.5032461608120427e-44,8.670167798155774,0.5850580169474512,110798635008,110798700544,110798766080,5.4741896301e-313,5.474192868e-313,5.4741961059e-313,-42729472.0,3.5032461608120427e-44,3424911360,25,0.9367861974807012,0.005774404070472805,beta,0.42279231150582636,0.16058174361183308,0.7605703561472171,0.002195499132432031,1.3019442193149924,1.1235800849467175e-10,True
1,CG,10673,195,23,218,22,19.710548400878906,17.94532585144043,2.1109261491441132e-23,0.0,5.238182670812917,0.6084338927701414,432810240,432810496,432810752,2.1383705e-315,2.138371767e-315,2.13837303e-315,2.1112088768925444e-23,0.0,432812032,0,0.8959340182217684,0.013617858156492227,beta,0.44029294244718487,0.23459022632877102,0.6748677457322749,0.0007900201185448401,0.35492838572669194,7.924152166987451e-09,True
1,CG,10674,187,13,200,19,17.841144561767578,16.884593963623047,2.3691416824708244e-39,0.0,6.415490415389091,0.416712388101689,1690677,1690678,1690679,8.35307e-318,8.353074e-318,8.35308e-318,2.3691514915600747e-39,0.0,1690684,0,0.939007608514083,0.007312415306868658,beta,0.4784210063137425,0.16653572293919422,0.7473684210526317,0.0006678822371834163,1.3355552681509784,2.4212817293150516e-09,True
1,CG,10679,229,15,244,24,22.632614135742188,21.56006622314453,9.254175058401092e-42,8.0,4.4289140015473265,0.267579978318343,4755801206503250380,4827858800541178316,4899916394579106252,2.417851639232804e+24,1.5845632502876103e+29,1.0384593717084883e+34,9.254175058401092e-42,131072.0,6604,1224736768,0.9430255889892578,0.009431823800854467,beta,0.525525310048706,0.1835708221052138,0.7583333333333334,6.99584252070682e-06,0.7873690807556262,4.1122986060335206e-12,True
1,CG,10680,237,6,243,22,21.392423629760742,20.87178611755371,3.5032461608120427e-44,-53739520.0,6.8436524429485095,0.19436981907375345,14721704231920730137,14721985706897440793,14722267181874151449,-4.268429180062965e+59,-4.5195132494784325e+59,-4.7705973188939e+59,3.5032461608120427e-44,-55574528.0,25,3428122624,0.9723828922618519,0.0033409217121988127,beta,0.5843108204804747,0.30567428956177756,0.8359917041835823,1.1964549571372376e-06,0.06555092371170815,1.7666531371375185e-13,True
1,CG,10689,192,22,214,21,18.8312931060791,17.13581085205078,0.0,2.1129052433831317e-23,5.766479209947711,0.6640968915845731,1858959702243672064,1858960801755299840,1858961901266927616,2.0859751868858387e-184,2.086262471720832e-184,2.0865497565558252e-184,0.0,2.113187971131563e-23,0,432824576,0.8967282431466239,0.012462923442866902,beta,0.36834766966881305,0.18683143692274584,0.699944498810875,0.013403144732609487,0.9119909835817793,4.631234849115273e-09,True
1,CG,10690,173,29,202,19,16.12108612060547,13.93918228149414,0.0,2.3692103460955763e-39,6.680480462716548,1.1930044775678141,7261612876496896,7261617171464192,7261621466431488,3.587719821662924e-308,3.587721943658715e-308,3.587724065654506e-308,0.0,2.3692201551848266e-39,0,1690733,0.8484782168739721,0.014488437545059598,beta,0.2035581840040958,0.13705177859443984,0.6196078431372549,0.8210348728913089,1.735426771220385,1.8461040628203742e-06,True
1,CG,10691,121,78,199,19,11.206643104553223,8.04348373413086,6.338253001141147e+29,9.254175058401092e-42,1.2019218323520573,0.8358440357704572,28365876625408,28365893402624,28365910179840,1.40146300219235e-310,1.40146383109696e-310,1.40146466000156e-310,1.0384593717069655e+34,9.254175058401092e-42,2030043136,6604,0.5898233212922749,0.07964134875922818,beta,0.17324557989055478,0.14680883923706867,0.25778858968372276,1.2369744135397072,1.6148726062600887,0.3199767921729581,True
